school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Universidad de Especialidades del Espíritu Santo,uees.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,9,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,uees.edu.ec,es-ec
Universidad de Guayaquil,ug.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,ug.edu.ec,es
Universidad Tecnologica Israel,uisrael.ec,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,uisrael.ec,
"Universidad Laica ""Vicente Rocafuerte"" de Guayaquil",ulaicavr.com,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,0,0,fetch-error:ConnectTimeout,ulaicavr.com,
"Universidad Laica ""Eloy Alfaro"" de Manabi",uleam.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,uleam.edu.ec,es
Universidad Nacional de Chimborazo,unach.edu.ec,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,0,fetch-error:ConnectTimeout,unach.edu.ec,
Universidad Tecnológica América,unita.edu.ec,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,unita.edu.ec,
Universidad Nacional de Loja,unl.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unl.edu.ec,es
Universidad del Pacifico,upacifico.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,8,100,http-2xx-html+multi-source+schema.org-edu+edu-keywords+structure+substantial-content,upacifico.edu.ec,es
Universidad Politécnica Salesiana,ups.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,ups.edu.ec,es-es
Universidad San Francisco de Quito,usfq.edu.ec,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,0,fetch-error:ConnectionError,usfq.edu.ec,
Universidad Santa María Campus Guayaquil,usm.edu.ec,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,0,fetch-error:ConnectionError,usm.edu.ec,
Universidad Técnica de Ambato,uta.edu.ec,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,0,fetch-error:SSLError,uta.edu.ec,
Universidad Técnica de Babahoyo,utb.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,utb.edu.ec,es
Universidad Técnica de Cotopaxi,utc.edu.ec,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,0,fetch-error:ConnectionError,utc.edu.ec,
Universidad Tecnológica Equinoccial,ute.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,ute.edu.ec,es
"Universidad Técnica de Esmeraldas ""Luis Vargas Torres""",utelvt.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,utelvt.edu.ec,es
Universidad Técnica Estatal de Quevedo,uteq.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,80,http-2xx-html+multi-source+edu-keywords+structure,uteq.edu.ec,es
Universidad Técnica de Manabí,utm.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,utm.edu.ec,es-es
Universidad Técnica de Machala,utmachala.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,80,http-2xx-html+multi-source+edu-keywords+trusted-suffix,utmachala.edu.ec,es-ec
Universidad Técnica del Norte,utn.edu.ec,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,utn.edu.ec,es
Universidad Técnica Particular de Loja,utpl.edu.ec,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,40,low-confidence:http-2xx-html+multi-source+trusted-suffix+non-educational-content,utpl.edu.ec,es
Universidad Tecnológica San Antonio de Machala,utsam.edu.ec,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,utsam.edu.ec,
