school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Debre Birhan University,dbu.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,dbu.edu.et,
Dire Dawa University,ddu.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,ddu.edu.et,
Dilla University,dillauniversity.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,dillauniversity.edu.et,
Debre Markos University,dmu.edu.et,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,dmu.edu.et,en-us
Ethiopian Civil Service University,ecsc.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,ecsc.edu.et,
Haramaya University,haramaya.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,haramaya.edu.et,
Hawassa University,hu.edu.et,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,hu.edu.et,en-us
Jigjiga University,jju.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:technobros.au,technobros.au,
Jimma University,ju.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,ju.edu.et,
Mekelle Institute of Technology,mitethiopia.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,mitethiopia.edu.et,
Mizan Tepi University,mtu.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,mtu.edu.et,
Mekelle University,mu.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,5,http-403,mu.edu.et,
Madawalabu University,mwu.edu.et,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,80,http-2xx-html+multi-source+edu-keywords+trusted-suffix,mwu.edu.et,en
Semera University,su.edu.et,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,su.edu.et,en-us
Jigjiga University,technobros.au,university/college,2026-09-22,Inaccessible,redirect:jju.edu.et,,5,http-403,technobros.au,
Gondar University,uog.edu.et,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,uog.edu.et,en-us
Unity University,uuc.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,uuc.edu.et,
Wolkite University,wku.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,wku.edu.et,
Wolaita Sodo University,wsu.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,wsu.edu.et,
Wollo University,wu.edu.et,university/college,2026-09-22,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,wu.edu.et,en-us
Wollega University,wuni.edu.et,university/college,2026-09-22,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,wuni.edu.et,
