school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Faculdade Católica do Ceará,catolicaceara.edu.br,university/college,2026-09-17,Inaccessible,wikidata:P856,20,,,,
Faculdade Católica Dom Orione,catolicaorione.edu.br,university/college,2026-09-17,Inaccessible,wikidata:P856,18,,,,
Curso de Ciências Moleculares,cecm.usp.br,university/college,2026-09-14,Active,osm:BR-Saopaulo,30,,,,
Centro Universitário Claretiano,claretiano.edu.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,25,,,,
Escola Superior de Ciências Sociais,cpdoc.fgv.br,university/college,2026-09-16,Inaccessible,wikidata:P856,29,,,,
Centro Regional Universitário de Espiríto Santo do Pinhal,creupi.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,27,,,,
Centro Social Santa Luzia,cssantaluzia.org.br,k-12,2026-09-14,Inaccessible,osm:BR-Saopaulo,18,,,,
Yes!,cursoyes.com.br,university/college,2026-09-14,Inaccessible,osm:BR-Saopaulo,27,,,,
Universidade Federal de Minas Gerais,dcc.ufmg.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
DeRose Method Casa Paulista,derosecasapaulista.org,university/college,2026-09-14,Inaccessible,osm:BR-Saopaulo,,,,,
Faculdade Dom Alberto,domalberto.edu.br,university/college,2026-09-17,Active,wikidata:P856,20,,,,
Escola de Administração de Empresas de São Paulo,eaesp.fgv.br,university/college,2026-09-16,Active,wikidata:P856,29,,,,
National School of Fine Arts,eba.ufrj.br,university/college,2026-09-16,Active,wikidata:P856,30,,,,
Escola de Comunicações e Artes da Universidade de São Paulo,eca.usp.br,university/college,2026-09-16,Active,wikidata:P856,30,,,,
School of Engineering of São Carlos of the University of São Paulo,eesc.usp.br,university/college,2026-09-16,Active,wikidata:P856,30,,,,
Wenceslau Braz Nursing School,eewb.br,university/college,2026-09-16,Inaccessible,wikidata:P856,27,,,,
Colégio Elvira Brandão,elvirabrandao.com.br,k-12,2026-09-14,Inaccessible,osm:BR-Saopaulo,29,,,,
Escola de Música e Belas Artes do Paraná,embap.pr.gov.br,university/college,2026-09-16,Inaccessible,wikidata:P856,30,,,,
Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória,emescam.br,university/college,2026-09-16,Active,wikidata:P856;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,28,,,,
Universidade Federal de Santa Catarina,en.ufsc.br,university/college,2026-09-18,Active,openalex:page20,30,,,,
Escola Nacional de Ciências Estatísticas,ence.ibge.gov.br,university/college,2026-09-16,Active,wikidata:P856,30,,,,
Faculdade ENIAC,eniac.com.br,university/college,2026-09-14,Inaccessible,osm:BR-Saopaulo;wikidata:P856,24,,,,
Faculdade ENIAC,eniac.edu.br,university/college,2026-09-14,Active,redirect:eniac.com.br,22,,,,
Universidade Federal de São Paulo,epm.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Non-Commissioned Officer Academy,esa.eb.mil.br,university/college,2026-09-16,Inaccessible,wikidata:P856,30,,,,
Open University of Brazil,esab.edu.br,university/college,2026-09-16,Active,wikidata:P856,21,,,,
Escola Superior de Administração e Gestão,esags.edu.br,university/college,2026-09-16,Inaccessible,wikidata:P856,19,,,,
Escola Superior Batista do Amazonas,esbam.edu.br,university/college,2026-09-16,Active,wikidata:P856,21,,,,
Escola da Cidade,escoladacidade.edu.br,university/college,2026-09-16,Active,redirect:escoladacidade.org,23,,,,
Escola da Cidade,escoladacidade.org,university/college,2026-09-16,Inaccessible,wikidata:P856,12,,,,
Escola Técnica Estadual de Teatro Martins Penna,escoladeteatromartinspenna.com.br,university/college,2026-09-16,Inaccessible,wikidata:P856,8,,,,
Escola Mais,escolamais.com,k-12,2026-09-14,Active,osm:BR-Saopaulo,10,,,,
Escola Superior de Ciências da Saúde,escs.edu.br,university/college,2026-09-16,Inaccessible,wikidata:P856,19,,,,
Escola de Saúde e Formação Complementar do Exército,esfcex.eb.mil.br,university/college,2026-09-16,Inaccessible,wikidata:P856,30,,,,
Escola Superior Madre Celeste,esmac.com.br,university/college,2026-09-16,Inaccessible,wikidata:P856,24,,,,
Escola de Saúde Pública do Ceará,esp.ce.gov.br,university/college,2026-09-16,Inaccessible,wikidata:P856,30,,,,
Escola Superior de Teologia,est.edu.br,university/college,2026-09-16,Inaccessible,wikidata:P856,19,,,,
Universidade Estácio de Sá,estacio.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
"Escola Superior de Teologia e Espiritualidade Franciscana (Porto Alegre, Rio Grande do Sul, Brazil)",estef.edu.br,university/college,2026-09-16,Inaccessible,wikidata:P856,21,,,,
Escola Superior de Criciúma - Esucri,esucri.com.br,university/college,2026-09-16,Active,wikidata:P856,26,,,,
Escola de Estudos Superiores de Viçosa,esuv.com.br,university/college,2026-09-16,Inaccessible,wikidata:P856,24,,,,
Francisco Moreira da Costa Technical School of Electronics,etefmc.com.br,university/college,2026-09-16,Active,wikidata:P856,24,,,,
FAAP - Fundação Armando Alvares Penteado,faap.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Faculdade de Belém,fabelnet.com.br,university/college,2026-09-18,Inaccessible,wikidata:P856,22,,,,
Faculdade Batista do Rio de Janeiro,faberj.edu.br,university/college,2026-09-17,Active,wikidata:P856,15,,,,
Faculdade Béthencourt da Silva,fabes.com.br,university/college,2026-09-17,Inaccessible,wikidata:P856,3,,,,
Faculdade Paranaense,faccar.com.br,university/college,2026-09-18,Active,wikidata:P856,27,,,,
Faculdade Cenecista Nossa Senhora dos Anjos,facensa.edu.br,university/college,2026-09-17,Inaccessible,wikidata:P856,16,,,,
Faculdade Ceres,faceres.com.br,university/college,2026-09-17,Active,wikidata:P856,18,,,,
Faculdade Internacional de Curitiba,facinter.br,university/college,2026-09-18,Inaccessible,wikidata:P856,26,,,,
Faculdade Politécnica de Uberlândia,facpoli.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,22,,,,
Faculdade São Paulo,facsaopaulo.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,15,,,,
Faculdade Araguaia,faculdadearaguaia.edu.br,university/college,2026-09-16,Inaccessible,wikidata:P856,21,,,,
Faculdade Padre João Bagozzi,faculdadebagozzi.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,20,,,,
Faculdade Baiana de Direito,faculdadebaianadedireito.com.br,university/college,2026-09-17,Active,wikidata:P856,19,,,,
Faculdade Ccaa,faculdadeccaa.edu.com.br,university/college,2026-09-17,Inaccessible,wikidata:P856,,,,,
School of the Americas (Brazil),faculdadedasamericas.com,university/college,2026-09-18,Inaccessible,wikidata:P856,23,,,,
Faculdade Fernão Dias,faculdadefernaodias.edu.br,university/college,2026-09-17,Inaccessible,wikidata:P856,25,,,,
Faculdade Ideal,faculdadeideal.com.br,university/college,2026-09-17,Active,wikidata:P856,23,,,,
Faculdade Mundial,faculdademundial.edu.br,university/college,2026-09-14,Inaccessible,osm:BR-Saopaulo,14,,,,
Faculdade Nova Roma,faculdadenovaroma.com.br,university/college,2026-09-18,Inaccessible,wikidata:P856,20,,,,
Faculdade Paraíso,faculdadeparaiso.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,19,,,,
Faculdade Projeção,faculdadeprojecao.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,18,,,,
Faculdades Integradas Curitiba,faculdadescuritiba.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,26,,,,
Faculdade Dom Bosco de Goioerê,faculdadesdombosco.edu.br,university/college,2026-09-17,Inaccessible,wikidata:P856,20,,,,
FAE University Center,fae.edu,university/college,2026-09-16,Active,wikidata:P856;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,24,,,,
Faculdade Filadélfia,fafil.com.br,university/college,2026-09-17,Inaccessible,wikidata:P856,22,,,,
Faculdade Estadual de Educação Ciências e Letras de Paranavaí,fafipa.br,university/college,2026-09-17,Inaccessible,wikidata:P856,28,,,,
"Faculdade Estadual de Filosofia, Ciências e Letras de Paranaguá",fafipar.br,university/college,2026-09-17,Inaccessible,wikidata:P856,27,,,,
Faculdade Frassinetti do Recife,fafire.br,university/college,2026-09-17,Inaccessible,wikidata:P856,28,,,,
Faculdade Presbiteriana Gammon,fagammon.edu.br,university/college,2026-09-18,Active,wikidata:P856,20,,,,
Faculdade Independente do Nordeste,fainor.com.br,university/college,2026-09-17,Active,wikidata:P856,25,,,,
Faculdade de Americana,fam.br,university/college,2026-09-18,Active,wikidata:P856,27,,,,
Faculdade da Amazônia,fama-ro.com.br,university/college,2026-09-18,Active,wikidata:P856,11,,,,
Centro Universitário Metropolitano da Amazônia- UNIFAMAZ,famaz.edu.br,university/college,2026-09-18,Active,wikidata:P856,18,,,,
Faculdade de Medicina de Marília,famema.br,university/college,2026-09-14,Inaccessible,ror:api-p7,28,,,,
Faculdade de Medicina de São José do Rio Preto,famerp.br,university/college,2026-09-14,Active,ror:api-p7;wikidata:P856,28,,,,
Faculty of Arts of Parana State,fap.pr.gov.br,university/college,2026-09-18,Inaccessible,wikidata:P856,30,,,,
Faculdade Porto-alegrense,fapa.com.br,university/college,2026-09-18,Inaccessible,wikidata:P856,23,,,,
Faculdade Paraíso do Ceará,fapce.com.br,university/college,2026-09-18,Inaccessible,wikidata:P856,0,,,,
Faculdade Paraíso do Ceará,fapce.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,13,,,,
Faculdade Paulus de Tecnologia e Comunicação,fapcom.com.br,university/college,2026-09-18,Inaccessible,wikidata:P856,21,,,,
Faculdade Paulus de Tecnologia e Comunicação,fapcom.edu.br,university/college,2026-09-18,Active,redirect:fapcom.com.br,20,,,,
Faculdade Roraimense de Ensino Superior,fares.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,23,,,,
Faculdade Santa Marcelina,fasm.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,23,,,,
Faculdade Zacarias de Góes,fazag.edu.br,university/college,2026-09-18,Active,wikidata:P856,23,,,,
Faculdade Batista Brasileira,fbb.br,university/college,2026-09-17,Active,wikidata:P856,26,,,,
Faculdade Batista Brasileira,fbb.com.br,university/college,2026-09-17,Inaccessible,wikidata:P856,,,,,
Faculdade de Castanhal,fcat.com.br,university/college,2026-09-18,Inaccessible,wikidata:P856,,,,,
Faculdade de Castanhal,fcat.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,19,,,,
Christus University,fchristus.com.br,university/college,2026-09-17,Inaccessible,wikidata:P856,23,,,,
Faculdade de Ciências Médicas da Santa Casa de São Paulo,fcmsantacasasp.edu.br,university/college,2026-09-14,Active,ror:api-p7,14,,,,
Centro Universitário Católica de Quixadá,fcrs.edu.br,university/college,2026-09-17,Inaccessible,wikidata:P856,22,,,,
Faculdade Estadual de Ciências Econômicas de Apucarana,fecea.br,university/college,2026-09-17,Inaccessible,wikidata:P856,27,,,,
Faculdade Estadual de Ciências e Letras de Campo Mourão,fecilcam.br,university/college,2026-09-17,Active,wikidata:P856,28,,,,
Fundação Educacional de Ituverava,feituverava.com.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,25,,,,
Faculdade Evangélica do Paraná,fepar.edu.br,university/college,2026-09-14,Inaccessible,ror:api-p7;wikidata:P856,25,,,,
Faculdade Farias Brito,ffb.edu.br,university/college,2026-09-17,Inaccessible,wikidata:P856,21,,,,
Fundação Hermínio Ometto,fho.edu.br,university/college,2026-09-18,Active,hipo:2026-09-13;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,21,,,,
Faculdade Integrada Brasil Amazônia,fibrapara.edu.br,university/college,2026-09-17,Active,wikidata:P856,22,,,,
Faculdade Integradas do Ceará,fic.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,27,,,,
Faculdade Filadélfia,filadelfia.com.br,university/college,2026-09-17,Inaccessible,redirect:fafil.com.br,27,,,,
Faculdade Integrada Tiradentes,fits.edu.br,university/college,2026-09-17,Inaccessible,wikidata:P856,20,,,,
Faculdade Luciano Feijão,flucianofeijao.com.br,university/college,2026-09-18,Active,wikidata:P856,19,,,,
Faculdade Pernambucana de Saúde,fps.edu.br,university/college,2026-09-18,Active,wikidata:P856,16,,,,
FSG Centro Universitário,fsg.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,8,,,,
Universidade do Amazonas,fua.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade Regional de Blumenau,furb.rct-sc.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade Federal do Rio Grande,furg.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Centro Universitário Integrado,grupointegrado.br,university/college,2026-09-18,Active,wikidata:P856,27,,,,
Universidade Ibirapuera,ibirapuera.br,university/college,2026-09-20,Active,redirect:unib.br,26,,,,
Federal Institute of Triângulo Mineiro,iftm.edu.br,university/college,2026-09-15,Active,wikidata:P856,16,,,,
Instituto Militar de Engenharia,ime.eb.mil.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Instituto Nacional de Matemática Pura e Aplicada - IMPA,impa.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Insper Instituto de Ensino e Pesquisa,insper.edu.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,16,,,,
Instituto Embelleze,institutoembelleze.com,k-12,2026-09-14,Inaccessible,osm:BR-Saopaulo,23,,,,
ESPM University,international.espm.br,university/college,2026-09-18,Active,deqar:2026-09-16,29,,,,
Instituto Tecnológico de Aeronáutica,ita.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,26,,,,
Faculdade Italo Brasileira,italo.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,26,,,,
Kennedy Engineering School,kennedy.br,university/college,2026-09-16,Inaccessible,wikidata:P856,29,,,,
Faculdade Machado Sobrinho,machadosobrinho.com.br,university/college,2026-09-18,Active,wikidata:P856,27,,,,
Faculdade Moraes Júnior - Mackenzie Rio,mackenzie-rio.com.br,university/college,2026-09-18,Inaccessible,wikidata:P856,,,,,
Mackenzie Presbyterian University,mackenzie.br,university/college,2026-09-18,Active,deqar:2026-09-16;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Escola de Aprendizes-Marinheiros do Ceará,mar.mil.br,university/college,2026-09-16,Inaccessible,wikidata:P856,29,,,,
Instituto Mauá de Tecnologia,maua.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,29,,,,
Faculdade Metropolitana da Grande Recife,metropolitana.edu.br,university/college,2026-09-18,Active,wikidata:P856,23,,,,
Faculdade Mozarteum de São Paulo,mozarteum.br,university/college,2026-09-18,Inaccessible,wikidata:P856,26,,,,
Escola de Música da UFMG,musica.ufmg.br,university/college,2026-09-16,Inaccessible,wikidata:P856,30,,,,
Centro Universitário Newton Paiva,newtonpaiva.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,29,,,,
Instituto de Cegos Padre Chico,padrechico.org.br,k-12,2026-09-14,Active,osm:BR-Saopaulo,28,,,,
Escola de Inglês e Espanhol Park Idiomas,park.education,university/college,2026-09-14,Active,redirect:parkidiomas.com.br,6,,,,
Escola de Inglês e Espanhol Park Idiomas,parkidiomas.com.br,university/college,2026-09-14,Inaccessible,osm:BR-Saopaulo,25,,,,
Universidade de Tocantins,pop-to.rnp.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Estácio University Centre of Ribeirão Preto,portal.estacio.br,university/college,2026-09-18,Active,deqar:2026-09-16,30,,,,
Federal Rural University of Rio de Janeiro,portal.ufrrj.br,university/college,2026-09-18,Active,deqar:2026-09-16,30,,,,
Universidade Metropolitana de Santos,portal.unimes.br,university/college,2026-09-20,Active,redirect:unimes.com.br,26,,,,
Faculdade Projeção,projecao.br,university/college,2026-09-18,Active,wikidata:P856,26,,,,
Pontifícia Universidade Católica do Rio de Janeiro,puc-rio.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Pontifícia Universidade Católica de Campinas,puccamp.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Pontifícia Universidade Católica de Minas Gerais,pucminas.br,university/college,2026-09-17,Active,deqar:2026-09-16;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Pontificia Universidade Católica do Paraná,pucpr.br,university/college,2026-09-17,Active,deqar:2026-09-16;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Pontifícia Universidade Católica do Rio Grande do Sul,pucrs.br,university/college,2026-09-18,Active,deqar:2026-09-16;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Pontifícia Universidade Católica de São Paulo,pucsp.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Faculdade Redentor,redentor.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,24,,,,
Faculdade Cenecista Nossa Senhora dos Anjos,rs.gov.br,university/college,2026-09-17,Active,wikidata:P856,30,,,,
Faculdade Santa Marcelina,santamarcelina.edu.br,university/college,2026-09-18,Inaccessible,redirect:fasm.edu.br,14,,,,
Universidade São Judas Tadeu,saojudas.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,29,,,,
Faculdade São Salvador,saosalvador.edu.br,university/college,2026-09-18,Inaccessible,wikidata:P856,24,,,,
Faculdade Batista do Rio de Janeiro,seminariodosul.com.br,university/college,2026-09-17,Active,wikidata:P856,20,,,,
"Centro Universitário de Brasília, UNICEUB",sempreceub.com,university/college,2026-09-15,Inaccessible,hipo:2026-09-11;hipo:2026-09-13;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,8,,,,
Universidade São Marcos,smarcos.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Centro Regional Universitário de Espiríto Santo do Pinhal,sou.unipinhal.edu.br,university/college,2026-09-20,Active,redirect:creupi.br,21,,,,
Centro Universitário Senac,sp.senac.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,29,,,,
Universidade Santa Cecília dos Bandeirantes,stcecilia.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,31,,,,
Escola Superior de Administração e Gestão,strong.com.br,university/college,2026-09-16,Active,redirect:esags.edu.br,28,,,,
Colégio Nova Geração,supernovageracao.com.br,k-12,2026-09-14,Active,osm:BR-Saopaulo,21,,,,
Faculdade Teológica Batista de São Paulo,teologica.br,university/college,2026-09-18,Active,wikidata:P856,28,,,,
Escola Municipal de Música de São Paulo,theatromunicipal.org.br,university/college,2026-09-16,Inaccessible,wikidata:P856,12,,,,
Faculdades Integradas Toledo,toledo.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,29,,,,
Universidade Católica de Brasília,ucb.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,31,,,,
Universidade Católica de Brasília,ucb.catolica.edu.br,university/college,2026-09-20,Active,redirect:ucb.br,21,,,,
Universidade Católica de Goiás,ucg.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade Católica de Petrópolis,ucp.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade Católica de Pelotas,ucpel.tche.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade de Caxias do Sul,ucs.tche.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade Católica do Salvador,ucsal.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,29,,,,
Universidade Católica do Salvador,ucsal.edu.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,8,,,,
Universidade do Estado de Santa Catarina,udesc.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade Estadual do Ceará,uece.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade Estadual de Feira de Santana,uefs.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade Estadual de Londrina,uel.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,31,,,,
Universidade Estadual de Maringá,uem.br,university/college,2026-09-18,Active,deqar:2026-09-16;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,31,,,,
Universidade Estadual do Maranhão,uema.br,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,28,,,,
Universidade Estadual do Norte Fluminense,uenf.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade Estadual da Paraíba,uepb.edu.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,21,,,,
Universidade Estadual de Ponta Grossa,uepg.br,university/college,2026-09-20,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
Universidade do Estado do Rio de Janeiro,uerj.br,university/college,2026-09-18,Inaccessible,deqar:2026-09-16;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21,30,,,,
