school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Esztergom Theological College,ehf.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,ehf.hu,
Eötvös Lorand University,elte.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;openalex:page37;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,elte.hu,hu
Academy of Drama and Film,filmacademy.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectTimeout,filmacademy.hu,
Haynal Imre University of Health Sciences Budapest,hiete.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,hiete.hu,
Hungarian University of Physical Education,hupe.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectTimeout,hupe.hu,
Janus Pannonius University,jpte.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,jpte.hu,
University of Horticulture and Food Industry,kee.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,kee.hu,
Károl Gáspár University of the Reformed Church,kgre.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,kgre.hu,
Kodolanyi Janos University College,kodolanyi.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,kodolanyi.hu,hu
Liszt Ferenc Academy of Music Budapest,lfze.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,lfze.hu,hu
Kossuth Lajos University,lib.klte.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,lib.klte.hu,
Hungarian Academy of Craft and Design,mif.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,mif.hu,
University of West Hungary,nyme.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:SSLError,nyme.hu,
University Medical School of Pécs,pote.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:SSLError,pote.hu,
Pázmány Péter Catholic University,ppke.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,80,http-2xx-html+multi-source+edu-keywords+substantial-content,ppke.hu,hu
University of Pecs,pte.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,pte.hu,hu
Semmelweis University of Medical Sciences,sote.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,sote.hu,
Séchenyi István University,sze.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,5,http-403,sze.hu,
Szent István University,szie.hu,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:uni-mate.hu,uni-mate.hu,hu-hu
Budapest Buddhist University,tkbf.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,80,http-2xx-html+multi-source+edu-keywords+substantial-content,tkbf.hu,hu-hu
University of Szeged,u-szeged.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;openalex:page45;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,u-szeged.hu,hu
Szent István University,uni-mate.hu,university/college,2026-09-24,Active,redirect:szie.hu,,60,http-2xx-html+edu-keywords+structure+substantial-content,uni-mate.hu,hu-hu
University of Miskolc,uni-miskolc.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,uni-miskolc.hu,hu-hu
University of Pannonia,uni-pannon.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,80,http-2xx-html+multi-source+edu-keywords+substantial-content,uni-pannon.hu,hu-hu
University of Debrecen,unideb.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;openalex:page45;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unideb.hu,hu
University of Veterinary Science,univet.hu,university/college,2026-09-24,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,univet.hu,hu-hu
